,Address,Area,Bathrooms,Possession,Price,Project Name,Rooms,Status
706,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
707,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
708,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
709,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
710,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
711,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
712,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
713,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
714,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
715,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
716,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
717,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
718,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
719,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
720,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
721,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
722,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
723,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
724,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
725,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
726,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
727,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
728,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
729,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
730,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
731,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
732,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
733,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
734,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
735,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
736,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
737,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
738,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
739,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
740,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
741,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
742,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
743,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
744,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
745,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
746,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
747,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
748,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
749,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
750,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
751,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
752,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
753,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
754,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
755,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
756,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
757,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
758,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
759,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
760,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
761,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
762,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
763,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
764,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
765,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
766,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
767,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
768,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
769,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
770,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
771,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
772,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
773,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
774,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
775,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
776,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
777,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
778,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
779,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
780,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
781,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
782,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
783,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
784,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
785,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
786,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
787,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
788,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
789,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
790,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
791,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
792,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
793,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
794,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
795,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
796,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
797,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
798,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
799,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
800,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
801,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
802,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
803,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
804,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
805,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
806,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
807,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
808,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
809,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
810,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
811,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
812,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
813,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
814,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
815,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
816,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
817,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
818,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
819,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
820,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
821,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
822,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
823,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
824,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
825,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
826,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
827,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
828,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
829,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
830,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
831,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
832,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
833,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
834,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
835,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
836,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
837,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
838,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
839,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
840,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
841,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
842,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
843,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
844,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
845,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
846,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
847,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
848,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
849,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
850,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
851,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
852,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
853,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
854,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
855,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
856,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
857,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
858,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
859,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
860,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
861,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
862,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
863,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
864,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
865,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
866,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
867,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
868,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
869,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
870,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
871,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
872,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
873,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
874,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
875,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
876,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
877,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
878,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
879,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
880,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
881,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
882,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
883,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
884,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
885,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
886,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
887,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
888,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
889,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
890,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
891,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
892,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
893,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
894,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
895,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
896,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
897,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
898,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
899,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
900,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
901,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
902,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
903,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
904,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
905,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
906,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
907,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
908,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
909,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
910,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
911,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
912,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
913,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
914,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
915,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
916,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
917,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
918,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
919,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
